Visibility,Traits ID,Genus,Species,Invasive To Political Region1,Morphospecies,Contributor,Latitude,Longitude,Caste,N,Head width across eyes (mm),Head length (mm),Clypeus length (mm),Mandible length (mm),Hind femur length (mm),Scape length (mm),Weber's length (mm),Pronotum width (mm),Inter-ocular width (mm),Max eye width (mm),Whole body length (mm),Sculpturing,Pilosity (#),Number of Spines (#),Dominant colour head (Fig. 16),Dominant colour mesosoma (Fig. 16),Dominant colour gaster (Fig. 16),Polymorphism,Queen number,Worker number (#),Colony type,Colony founding,Nest Site,Activity,Diet,Notes,Political Region1,Continent,username,Date Of Upload,Batch,Batch Name
Public,Sagata_noyear_traits_320,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.12,1.28,0.34,0.64,1.98,1.38,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_321,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.14,1.28,0.32,0.6,1.96,1.38,1.8,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_322,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.36,0.3,0.68,2.1,1.42,1.9,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_323,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.36,0.3,0.6,2,1.4,2.04,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_324,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-28.08934,134.80468,Worker,1,1.2,1.26,0.36,0.62,2.1,1.4,2.04,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_325,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1,1.18,0.28,0.46,1.8,1.3,1.7,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_326,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.1,1.22,0.3,0.58,1.8,1.34,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_327,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.08,1.2,0.32,0.46,1.88,1.32,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_328,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-24.33028,134.52472,Worker,1,1.04,1.18,0.32,0.6,1.82,1.3,1.66,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_329,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-24.33028,134.52472,Worker,1,0.94,1.1,0.28,0.5,1.68,1.26,1.6,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_330,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-20.72812,139.48864,Worker,1,0.84,1,0.24,0.54,1.7,1.2,1.5,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_331,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.1,1.16,0.3,0.58,1.8,1.3,1.64,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_332,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.12,1.14,0.34,0.58,1.8,1.3,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_333,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.08,1.16,0.32,0.6,1.7,1.26,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_334,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-20.72812,139.48864,Worker,1,1.16,1.2,0.34,0.6,1.9,1.3,1.8,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_335,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.14,1.26,0.32,0.52,1.9,1.34,1.84,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_336,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.12,1.24,0.34,0.6,1.8,1.3,1.76,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_337,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-17.33556,123.68083,Worker,1,0.88,1.2,0.3,0.5,1.78,1.3,1.76,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_338,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.1,1.26,0.3,0.5,1.94,1.34,1.74,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_339,Iridomyrmex,roseatus,Native*,FALSE,"Sagata, Katayo",-17.33556,123.68083,Worker,1,1.1,1.22,0.3,0.6,1.8,1.38,1.74,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_340,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-37.78194,144.99144,Worker,1,1,1,0.28,0.5,1.06,0.82,1.34,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_341,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-37.78194,144.99144,Worker,1,0.94,0.98,0.2,0.48,0.98,0.8,1.34,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_342,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-37.78194,144.99144,Worker,1,0.96,0.98,0.2,0.48,1.08,0.8,1.36,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_343,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-37.78194,144.99144,Worker,1,0.96,0.98,0.3,0.48,1,0.9,1.3,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_344,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-37.78194,144.99144,Worker,1,0.96,0.96,0.24,0.46,1.16,0.8,1.52,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_345,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-36.25547,142.3993,Worker,1,0.96,0.92,0.22,0.44,1.02,0.78,1.3,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_346,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.88333,145.95,Worker,1,1.02,1.02,0.22,0.5,1.14,0.86,1.4,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_347,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.88333,145.95,Worker,1,1,1.02,0.26,0.5,1.1,0.8,1.46,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_348,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.88333,145.95,Worker,1,1,1.02,0.26,0.5,1.18,0.8,1.5,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_349,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.88333,145.95,Worker,1,1,1.02,0.24,0.5,1.1,0.8,1.4,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_350,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.88333,145.95,Worker,1,1.04,1,0.26,0.5,1.1,0.86,1.44,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_351,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.08,1.02,0.26,0.54,1.16,0.8,1.5,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_352,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.1,1.1,0.3,0.5,1.16,0.9,1.6,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_353,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.14,1.14,0.26,0.5,1.2,0.86,1.6,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_354,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.1,1.04,0.26,0.48,1.22,0.82,1.5,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_355,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.1,1.08,0.28,0.5,1.1,0.9,1.44,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_356,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-35.71801,143.10599,Worker,1,1.1,1.1,0.3,0.5,1.02,0.92,1.6,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_357,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-34.93333,138.60001,Worker,1,1.04,1.04,0.24,0.5,1.1,0.88,1.4,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_358,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-34.93333,138.60001,Worker,1,1,1,0.2,0.44,1.02,0.8,1.16,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_359,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-34.93333,138.60001,Worker,1,0.92,0.96,0.24,0.42,0.9,0.78,1.24,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_360,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-34.93333,138.60001,Worker,1,1,1,0.24,0.48,1.1,0.84,1.44,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_361,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.65,137.86667,Worker,1,0.92,1,0.26,0.48,1.08,0.86,1.34,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_362,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.65,137.86667,Worker,1,1,1,0.24,0.5,1.1,0.9,1.46,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_363,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.65,137.86667,Worker,1,1,1,0.26,0.5,1.08,0.84,1.4,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_364,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.65,137.86667,Worker,1,1.06,1.06,0.26,0.5,1.16,0.9,1.56,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_365,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.65,137.86667,Worker,1,1.1,1.08,0.26,0.5,1.1,0.9,1.54,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_366,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.25,152.45,Worker,1,0.86,0.92,0.22,0.42,1.02,0.8,1.24,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_367,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.25,152.45,Worker,1,0.86,0.9,0.22,0.46,1.02,0.84,1.2,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_368,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.25,152.45,Worker,1,0.78,0.84,0.2,0.4,0.98,0.74,1.12,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_369,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.25,152.45,Worker,1,0.9,0.92,0.2,0.44,1,0.8,1.2,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_370,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-29.25,152.45,Worker,1,0.9,0.92,0.2,0.42,1,0.78,1.22,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_371,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.86891,124.41121,Worker,1,1.1,1.1,0.3,0.58,1.2,0.86,1.56,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_372,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.86891,124.41121,Worker,1,1.16,1.1,0.28,0.56,1.16,0.92,1.56,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_373,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.86891,124.41121,Worker,1,1.12,1.14,0.28,0.54,1.18,0.92,1.6,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_374,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.86891,124.41121,Worker,1,1.16,1.1,0.3,0.54,1.2,0.94,1.66,,,0.22,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_375,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.86891,124.41121,Worker,1,1.16,1.08,0.3,0.56,1.2,0.92,1.66,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_376,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.26667,144.85,Worker,1,1.14,1.14,0.26,0.5,1.2,0.92,1.52,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_377,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.26667,144.85,Worker,1,1.1,1.06,0.24,0.5,1.12,0.82,1.56,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_378,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.26667,144.85,Worker,1,1.1,1.1,0.28,0.5,1.12,0.9,1.52,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_379,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-28.26667,144.85,Worker,1,1.1,1.1,0.26,0.52,1.26,0.92,1.64,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_380,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-20.65,141.7333,Worker,1,1.1,1.02,0.3,0.48,1.08,0.86,1.3,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_381,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-20.65,141.7333,Worker,1,0.96,0.98,0.24,0.4,1,0.74,1.34,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_382,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-20.65,141.7333,Worker,1,1.12,1,0.28,0.46,1,0.84,1.46,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_383,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-20.65,141.7333,Worker,1,1.1,1.04,0.3,0.5,1.14,0.86,1.46,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_384,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-20.65,141.7333,Worker,1,1.06,1,0.3,0.46,1.1,0.86,1.4,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_385,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-18.4,134.23334,Worker,1,1,1.02,0.24,0.5,1.12,0.82,1.36,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_386,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-18.4,134.23334,Worker,1,0.98,1.02,0.26,0.46,1.1,0.8,1.32,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_387,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-18.4,134.23334,Worker,1,1.02,1.04,0.3,0.48,1.02,0.84,1.4,,,0.18,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_388,Iridomyrmex,rufinoger,Native*,FALSE,"Sagata, Katayo",-18.4,134.23334,Worker,1,1.04,1,0.26,0.44,1.08,0.8,1.38,,,0.2,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_389,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-37.19318,142.53894,Worker,1,0.78,0.8,0.22,0.3,0.9,0.72,1.14,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_390,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-37.19318,142.53894,Worker,1,0.76,0.8,0.2,0.32,0.94,0.74,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_391,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-37.19318,142.53894,Worker,1,0.74,0.86,0.24,0.4,0.9,0.7,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_392,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-37.19318,142.53894,Worker,1,0.74,0.8,0.2,0.32,0.9,0.72,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_393,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-37.19318,142.53894,Worker,1,0.76,0.84,0.2,0.4,0.9,0.72,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_394,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.87667,138.72952,Worker,1,0.62,0.7,0.16,0.3,0.8,0.66,0.96,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_395,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.87667,138.72952,Worker,1,0.66,0.72,0.18,0.36,0.8,0.64,1,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_396,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.87667,138.72952,Worker,1,0.64,0.72,0.18,0.34,0.78,0.66,1,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_397,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.87667,138.72952,Worker,1,0.64,0.72,0.16,0.32,0.76,0.62,0.9,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_398,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.87667,138.72952,Worker,1,0.62,0.7,0.18,0.34,0.72,0.58,0.94,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_399,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.46172,150.42823,Worker,1,0.62,0.7,0.18,0.32,0.7,0.6,0.94,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_400,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.46172,150.42823,Worker,1,0.64,0.7,0.16,0.34,0.64,0.66,0.92,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_401,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.46172,150.42823,Worker,1,0.64,0.74,0.2,0.34,0.78,0.62,1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_402,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.46172,150.42823,Worker,1,0.64,0.7,0.2,0.34,0.8,0.6,1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_403,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-34.46172,150.42823,Worker,1,0.64,0.7,0.18,0.34,0.66,0.64,0.96,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_404,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.7,0.8,0.2,0.36,0.9,0.78,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_405,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.66,0.78,0.2,0.34,0.86,0.78,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_406,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.7,0.8,0.18,0.34,0.9,0.7,1.08,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_407,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.7,0.76,0.18,0.36,0.9,0.76,1.06,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_408,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.78,0.88,0.2,0.36,0.9,0.78,1.2,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_409,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-30.49716,115.06721,Worker,1,0.78,0.8,0.2,0.36,0.94,0.8,1.1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_410,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-26.56063,153.08411,Worker,1,0.7,0.76,0.18,0.34,0.84,0.68,1,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_411,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-26.56063,153.08411,Worker,1,0.7,0.8,0.2,0.4,0.8,0.7,1.04,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_412,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-26.56063,153.08411,Worker,1,0.66,0.76,0.18,0.36,0.84,0.68,1,,,0.16,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
Public,Sagata_noyear_traits_413,Iridomyrmex,splendens,Native*,FALSE,"Sagata, Katayo",-26.56063,153.08411,Worker,1,0.68,0.74,0.18,0.34,0.84,0.66,1,,,0.14,,,,,,,,,,,,,,,,,,,bgrossman,23.02.17,140,Traits_3_February_2017
